postal_code
598326
308143
288353
439857
229391
439866
288407
269854
238405
546430
288422
238324
408832
298127
438646
546920
546066
429021
548147
079119
228451
539060
258502
238216
437826
357900
828779
238366
437980
259948
289895
289880
229976
309466
388222
539960
327994
238097
309972
229743
466515
307669
159967
159949
159948
278637
259727
427037
079717
307674
554773
307953
439866
439888
439845
439888
439852
439964
449266
329506
328001
466486
259977
308099
239972
239973
239977
358461
308323
486992
455225
478926
426341
359968
529595
479267
259947
259955
259945
259949
539796
439827
439827
439829
158748
089394
309946
238307
239669
427317
399116
398026
417660
597590
229741
416825
269257
268614
389468
239319
258859
423423
436883
544804
437360
439192
329949
259985
276525
509732
357741
458950
509725
466608
466519
329731
329714
329191
329972
329802
329727
329505
329683
507079
119906
259792
259802
259801
259882
259797
259811
259799
259804
259889
259928
259844
259844
259917
259708
259806
259905
259808
259909
388105
119744
387940
539763
536558
538976
309836
534957
469977
118166
479240
328689
258380
588177
588176
276958
469296
465494
469438
238617
438610
358227
238590
238590
258711
429634
259799
328369
519530
427048
425685
249570
247855
588627
329504
307682
574044
579819
575567
579653
466580
328933
217920
418942
417030
546018
387903
677721
398498
357905
425562
128045
506961
509456
169902
534042
423992
188950
329609
329602
329610
329608
329583
398664
574036
257718
257717
258853
127647
388492
425993
427305
249697
456192
359136
359946
579719
465520
546079
329185
559258
398567
219855
599952
309776
309765
309767
309762
588132
259715
789094
117686
117687
189649
439442
439421
439431
423833
419679
329422
229717
229769
229811
229952
229744
229675
229664
229774
328882
387987
534981
425145
787061
425364
219679
388030
455006
436928
423484
398887
399221
768124
425316
429192
388869
424340
127015
558961
558961
098635
507025
219643
258865
219606
219604
387991
398484
429433
228305
547726
398311
538977
589632
427024
467169
329980
329557
249055
465524
358464
408832
466475
228313
509506
547766
536443
259702
416729
228170
266323
269186
737917
469336
486858
416378
439192
679656
679633
648315
399746
419845
787056
425770
436904
209848
229628
229622
229491
229618
597593
507029
427305
239427
387607
387935
388792
388302
388242
169479
389778
398915
398240
538749
408832
428524
398280
567752
668671
258707
429623
429674
429690
258127
309495
309426
309494
309655
309499
309493
469549
486828
507663
486842
528800
669579
424247
425032
429515
229157
598671
534996
248184
539631
535609
533811
539653
268156
278557
228514
259345
258541
257650
328626
437083
387986
238427
548036
