postal_code,lat_long
429065.0,"1.3098169954035,103.914314726376"
458965.0,"1.31012949000343,103.918411117303"
429241.0,Not Found
428722.0,"1.30468470970714,103.901888571632"
329714.0,"1.32213342822747,103.853199661872"
437830.0,"1.30277559201447,103.89862644703"
239347.0,"1.29344961581056,103.838888915765"
319771.0,"1.33335004690133,103.844102860065"
278735.0,"1.30964956283877,103.800870514368"
307761.0,Not Found
424772.0,"1.30902404395959,103.902111559106"
424597.0,"1.3118271135396,103.900061145388"
424366.0,"1.31242960215498,103.906088719109"
439957.0,"1.30137638010264,103.898166752118"
249745.0,"1.29919025810903,103.824869146513"
239896.0,"1.29719285545648,103.837470929944"
439069.0,"1.30032021915192,103.885097565645"
249099.0,"1.29291028595972,103.825075299122"
438920.0,"1.31099479160291,103.893442315049"
358828.0,"1.32943069562467,103.867357251861"
179094.0,"1.29007279991365,103.849143011775"
238714.0,"1.29924811981195,103.841708895435"
258176.0,"1.31891775628596,103.828701817349"
546133.0,"1.36306930491581,103.873945366339"
68803.0,"1.27929478959373,103.850552555075"
408832.0,"1.33288462898322,103.892303618387"
248677.0,"1.30112822647821,103.825676120522"
248706.0,"1.30058702249257,103.825348219964"
248669.0,"1.30075481851819,103.824657220538"
248669.0,"1.30075481851819,103.824657220538"
138642.0,"1.30220440131525,103.789907530412"
328396.0,"1.32751915623427,103.867298187961"
465514.0,"1.32796471540852,103.946657040685"
258356.0,"1.3129065992867,103.825215980773"
248648.0,"1.30231817080686,103.824973438871"
238619.0,"1.2986681768518,103.841687375699"
408832.0,"1.33288462898322,103.892303618387"
229953.0,"1.31032066930575,103.838400921041"
229594.0,"1.30756236897064,103.829352193027"
239977.0,"1.30251716129553,103.829469250792"
439857.0,"1.29905394548315,103.899416943562"
768445.0,"1.41345822654196,103.835186431485"
258333.0,"1.30860535583359,103.827616672793"
427071.0,"1.3132239972353,103.906034490054"
218912.0,"1.31375127540976,103.853239545556"
218817.0,"1.31554373964709,103.852489365428"
238732.0,"1.29779192429972,103.842507527872"
238432.0,"1.29474075956073,103.836583709306"
118602.0,Not Found
398982.0,"1.3120786072378,103.878399313302"
398483.0,"1.31244454232324,103.884576516653"
436891.0,"1.29918111738579,103.883828609398"
239570.0,Not Found
118635.0,"1.28711875378192,103.78012942949"
425701.0,"1.31271258775879,103.912125239337"
689047.0,"1.37819479696272,103.747083682509"
117621.0,"1.29123419998705,103.76933030729"
547315.0,"1.35956549448505,103.878616214848"
547312.0,"1.36056329663671,103.8777118549"
387902.0,"1.31520570234631,103.889925313896"
427282.0,"1.31461533619848,103.903415773085"
118684.0,"1.28888048243281,103.77609616815"
426052.0,"1.31612782815975,103.908489319912"
598429.0,"1.34326986460541,103.769189383043"
259324.0,"1.31644975474134,103.832130325138"
408832.0,"1.33288462898322,103.892303618387"
426224.0,"1.31726091776937,103.909586614002"
416914.0,"1.32088202092246,103.910092007142"
425163.0,"1.30950544505901,103.911289279494"
487040.0,"1.33223504669767,103.94724426424"
597625.0,"1.31999360858739,103.778001782487"
329089.0,"1.3269225590077,103.849241627567"
439198.0,"1.30995539026609,103.89532041072"
467298.0,"1.31786260417115,103.9437304228"
358831.0,"1.33012670355272,103.867597994875"
427944.0,"1.31417304336788,103.907608197555"
228867.0,"1.31317508970172,103.84379589573"
423761.0,"1.31785132345028,103.908905458358"
228490.0,"1.30435494846521,103.848757878309"
328741.0,"1.32436836124439,103.854219451062"
117422.0,"1.28119672755422,103.783478346718"
228687.0,"1.3062554196251,103.847876483186"
357916.0,"1.33613159487996,103.867988203923"
609774.0,"1.34389430664838,103.73402552332"
596301.0,"1.35754222309367,103.765511856103"
118652.0,"1.28822353911779,103.777992065243"
737783.0,"1.42868583712326,103.785732891763"
427711.0,"1.30403985353689,103.905803196839"
207877.0,"1.3113568841101,103.858599024436"
229975.0,"1.30156333624985,103.847382274312"
257913.0,"1.31671762672143,103.827586129724"
534037.0,"1.36421756850565,103.895052405803"
649810.0,"1.34462755554801,103.71838138374"
239974.0,"1.30376655553905,103.830033474096"
426641.0,"1.31559613406501,103.900194183852"
457264.0,"1.31762452801672,103.924776770486"
545040.0,"1.38021784521935,103.899857253068"
248645.0,Not Found
308342.0,"1.31392676595811,103.843104093225"
659763.0,"1.34687195171685,103.76563703292"
534679.0,"1.3579337277843,103.881932039258"
618643.0,Not Found
128793.0,"1.31710645052527,103.758947292195"
436917.0,"1.29673208730621,103.87063419752"
658880.0,"1.34166845930024,103.760762073407"
127639.0,Not Found
249617.0,"1.3008616582447,103.824147183227"
427705.0,"1.30491788949176,103.906243078088"
439854.0,"1.29893962154544,103.899082351332"
449265.0,"1.30287547137303,103.904115934719"
547261.0,"1.36396358971437,103.880587133601"
546776.0,"1.36678234485457,103.880125251863"
278743.0,"1.31051228974201,103.800690250469"
309470.0,"1.31524471792011,103.845450576406"
118972.0,"1.29231808371833,103.772313181367"
118722.0,"1.29155438052445,103.772379877483"
519879.0,Not Found
118571.0,"1.27880964969521,103.787553932401"
309837.0,"1.32297529982029,103.847822668982"
238509.0,"1.30319452443647,103.829984906389"
238509.0,"1.30319452443647,103.829984906389"
439069.0,"1.30032021915192,103.885097565645"
238543.0,"1.30067912020138,103.829713340423"
238550.0,"1.30147833178138,103.830778554467"
238567.0,"1.30048444727684,103.828543729671"
309978.0,"1.32458602112842,103.848173371262"
408832.0,"1.33288462898322,103.892303618387"
437602.0,"1.2976588631021,103.896099012741"
307675.0,"1.32534460429599,103.840724426138"
486907.0,"1.33111089728569,103.944250117455"
408832.0,"1.33288462898322,103.892303618387"
59812.0,Not Found
436918.0,"1.29757037590242,103.872271395271"
399830.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
228312.0,Not Found
228307.0,"1.30868551490343,103.839081390501"
425767.0,"1.31337005210124,103.914756218153"
574418.0,"1.37175697361337,103.828179854072"
537652.0,"1.35558158852382,103.888657129307"
537639.0,Not Found
98729.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
189624.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
307971.0,"1.31821677264882,103.841493667737"
118450.0,"1.27774637356665,103.793783926302"
99455.0,"1.2720740903387,103.827187907339"
398619.0,"1.31253410748717,103.883514396822"
208085.0,"1.31182133275004,103.859005764814"
238139.0,"1.29698675340218,103.836737477578"
668105.0,"1.37596230396663,103.75775275301"
229669.0,Not Found
488653.0,"1.33390230000909,103.944283862181"
547837.0,"1.364544415936,103.885943416647"
259954.0,"1.31007134986161,103.82859536075"
425440.0,"1.31126561633996,103.909482237087"
590001.0,"1.31854417024901,103.773269233997"
425710.0,"1.31289479727385,103.912335625355"
425569.0,"1.31223185388565,103.915187125833"
259856.0,"1.31498987777031,103.829293820223"
528823.0,"1.35796409571587,103.933042954355"
259850.0,"1.31619304558069,103.829003665038"
328107.0,"1.32449721645123,103.846222526379"
358847.0,"1.33049374673132,103.866847859959"
118886.0,"1.28139020922382,103.785964437137"
455055.0,"1.3137519651045,103.929121494681"
426657.0,"1.31496483868511,103.899530731355"
258126.0,"1.31405184709892,103.836280014254"
428960.0,"1.30881338828378,103.9098575374"
423472.0,"1.31077475575451,103.89964318646"
329778.0,"1.32532977793951,103.852411690265"
423911.0,"1.31037982893513,103.911393688133"
426235.0,"1.31683501739239,103.910080618576"
398697.0,"1.31118981428433,103.882466535926"
398236.0,"1.31253129900962,103.888139939124"
537652.0,"1.35558158852382,103.888657129307"
329421.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
219053.0,"1.31693935432289,103.851895065804"
828809.0,"1.40067629313894,103.904699765872"
268386.0,"1.32161321863061,103.792737363251"
469378.0,"1.32349855283296,103.953180761906"
328741.0,"1.32436836124439,103.854219451062"
328717.0,Not Found
425766.0,"1.3139838637399,103.91444563651"
258204.0,"1.31736223877921,103.82875324222"
329813.0,"1.32640299982338,103.848659877472"
423728.0,"1.30713496275586,103.904957655411"
408832.0,"1.33288462898322,103.892303618387"
148954.0,"1.29299604681606,103.805665563173"
248185.0,"1.29506595555146,103.827422791277"
149053.0,"1.28759518939869,103.803397287789"
238115.0,"1.29864512140797,103.836153560922"
439219.0,"1.30984270610085,103.896599466454"
278636.0,"1.31863081799085,103.780686822116"
217699.0,"1.31395543790137,103.854480205326"
218591.0,"1.30981878209749,103.852299645522"
218583.0,"1.30955311261014,103.852103645749"
408832.0,"1.33288462898322,103.892303618387"
399300.0,"1.30898220869388,103.876389879245"
428228.0,"1.31793519832275,103.911405017563"
579800.0,"1.34799260760433,103.843315247205"
596677.0,Not Found
329139.0,Not Found
329141.0,"1.32755515564555,103.848878899043"
424334.0,"1.3112283576804,103.905508940603"
424292.0,"1.31346334251531,103.904858125607"
218374.0,"1.31438189347147,103.854233088273"
218447.0,"1.31738407745305,103.853041575598"
218386.0,"1.31467443790481,103.853671050845"
218460.0,"1.31782390941569,103.852225092717"
98402.0,"1.26816216653267,103.814379904552"
387943.0,"1.31533641754335,103.888314189706"
328837.0,"1.32467219356956,103.852850424074"
248191.0,"1.29565503085263,103.827070437349"
248726.0,"1.29676382657394,103.82541109754"
169262.0,"1.28434128785856,103.82912604887"
328190.0,"1.32423340916268,103.864556003087"
127364.0,Not Found
689527.0,"1.39931151971397,103.748806666421"
659801.0,"1.35212089071653,103.756704783563"
128803.0,"1.31725956103263,103.761545059068"
328190.0,"1.32423340916268,103.864556003087"
408832.0,"1.33288462898322,103.892303618387"
598433.0,"1.34295026529862,103.768245398461"
425552.0,"1.31207838359164,103.914086801504"
423788.0,"1.316425631178,103.908664331481"
417297.0,"1.32627973484674,103.907811483759"
309306.0,"1.31548497427322,103.839467418834"
548432.0,"1.35999137369177,103.876370522111"
239566.0,"1.29671864134885,103.838173259745"
208108.0,"1.31151034798645,103.858717994436"
238381.0,"1.29635617157406,103.837991072981"
98367.0,"1.2491304624867,103.841532989339"
545550.0,"1.35718262700774,103.876035829496"
398480.0,"1.31277485329606,103.885104634024"
228513.0,"1.30669217010578,103.836183395425"
425399.0,"1.31128186114972,103.915308642961"
466438.0,"1.31416518754068,103.936909415537"
259709.0,"1.31734400609436,103.83355760809"
546430.0,"1.36188087378278,103.881398348867"
229920.0,"1.30496278948447,103.836407903907"
358459.0,"1.33067325977266,103.867454592316"
276692.0,"1.31773583232805,103.778554439278"
329001.0,"1.32661285068821,103.864339686311"
534198.0,"1.37305038178647,103.902039407109"
519929.0,"1.37379483298163,103.940157628255"
258124.0,"1.31433464817672,103.836585313525"
329776.0,"1.32528558701147,103.852835009842"
438611.0,"1.31136807031033,103.89476676733"
229721.0,"1.30803126826052,103.836183107285"
239230.0,"1.29662723124191,103.832190807613"
438044.0,"1.29959462338254,103.88872582337"
429249.0,Not Found
169658.0,"1.2896097164683,103.841276389346"
248296.0,"1.2953563795157,103.828940785646"
238370.0,"1.29594902473004,103.83780724675"
238353.0,Not Found
436593.0,"1.30090514949244,103.881931213593"
238255.0,"1.29173359502464,103.836971346231"
238406.0,"1.29728166021583,103.834690606647"
238403.0,"1.29679910840731,103.83459713454"
238404.0,Not Found
828794.0,"1.39836558994722,103.917378999484"
239229.0,"1.29673744760827,103.833005715415"
238237.0,"1.29092617225007,103.839799908617"
544740.0,"1.38111588058643,103.902105886723"
545084.0,"1.39086781070277,103.904188880213"
58416.0,"1.28897209658289,103.848459830887"
328712.0,"1.32816337851711,103.863446045125"
239320.0,"1.29527868125887,103.838567307022"
467202.0,"1.31606251408169,103.942608137519"
506928.0,"1.37989464950184,103.96274397719"
238250.0,"1.29111208915593,103.837821344301"
238245.0,"1.29026307473852,103.837158903917"
238010.0,"1.29309229152325,103.840538564538"
258263.0,"1.3187836310914,103.828206659412"
258210.0,"1.31670861764983,103.828357677349"
258189.0,Not Found
68882.0,"1.28093474456197,103.849822465734"
329928.0,"1.32129563232502,103.852526109528"
308414.0,"1.31404425678498,103.841922909924"
536406.0,"1.34886242898882,103.878879141705"
437377.0,"1.30986909447355,103.893132636251"
408832.0,"1.33288462898322,103.892303618387"
438865.0,"1.30761926929635,103.899715431817"
437370.0,"1.31060237610127,103.893263790865"
437384.0,"1.31048648105236,103.893823763306"
308362.0,"1.31596822029115,103.84339151806"
737934.0,"1.43116451797685,103.785373893567"
737873.0,"1.42945729337222,103.785839824819"
546143.0,"1.36315342571197,103.874411909823"
546200.0,"1.36289802477235,103.879106446851"
546134.0,"1.36290244345259,103.874233643117"
424379.0,"1.31223039209224,103.906376868816"
428769.0,"1.30335696401522,103.904685504029"
598436.0,"1.34367677730896,103.769064363268"
259984.0,"1.31265215320452,103.828026963441"
424373.0,"1.31198870317884,103.906242027347"
279887.0,Not Found
399242.0,"1.31128760423171,103.876285896427"
328933.0,"1.32322945510697,103.852929261304"
329682.0,"1.32052452699851,103.852447326986"
248209.0,"1.29488382877099,103.828087328414"
238291.0,"1.29380093107283,103.842145033288"
248289.0,"1.29560520303559,103.829406938324"
258379.0,"1.30733965013533,103.824356476923"
534645.0,"1.35497685244355,103.878547948576"
387635.0,"1.3257493113403,103.882621861308"
238108.0,"1.29840164434192,103.835357288285"
207912.0,"1.30922751249539,103.856696547561"
328744.0,Not Found
436922.0,"1.2959707477639,103.871750424041"
423477.0,"1.30978646920568,103.90266107791"
509413.0,"1.37889853918179,103.959628801553"
438073.0,"1.30013291374093,103.88876823652"
425672.0,"1.31262459116981,103.911248716073"
119161.0,"1.28071178129837,103.788536382694"
416548.0,Not Found
258125.0,"1.31382261497412,103.836659394213"
528779.0,"1.34982870190689,103.961396601072"
329929.0,"1.3216258845396,103.852170059769"
438840.0,"1.30737856216017,103.89936217947"
228223.0,"1.30980898738366,103.834917913837"
228232.0,"1.31236169056653,103.836727303615"
228209.0,"1.30579942993543,103.833074706219"
424244.0,"1.30556820037131,103.906696623718"
424228.0,"1.30606307338921,103.907047869083"
427723.0,Not Found
98307.0,"1.23978494620582,103.83727712151"
457408.0,"1.30977361694067,103.920448034559"
787078.0,"1.38553387052787,103.839735652312"
576149.0,"1.35222442490505,103.841544324383"
518180.0,"1.37558830923856,103.960839727163"
439865.0,"1.29953088366934,103.899817468941"
269748.0,"1.32982544693334,103.799469913283"
309308.0,Not Found
598368.0,"1.34296556386397,103.76852896318"
188332.0,"1.30408261868314,103.8500313763"
809588.0,"1.39107516640087,103.850577753246"
798592.0,"1.38820037710408,103.878493859317"
757706.0,"1.4358492226796,103.824971641966"
758382.0,"1.42690781299771,103.826051896017"
258176.0,"1.31891775628596,103.828701817349"
357958.0,"1.3464842740505,103.871319479783"
534671.0,"1.35660034028257,103.88044111901"
437276.0,"1.30718630225683,103.899665947642"
437235.0,"1.30592650396308,103.899801800469"
437277.0,"1.30650809346919,103.899787099891"
437278.0,"1.30751139870451,103.899998747467"
258744.0,Not Found
358719.0,"1.34617146927512,103.867524528764"
806105.0,"1.38822776284514,103.858740468004"
309304.0,"1.31590666330907,103.839947799817"
249445.0,"1.29372385056883,103.825778045885"
98182.0,"1.24005848546927,103.830936322258"
328105.0,"1.32478726207678,103.846354106513"
328103.0,"1.32591275851831,103.846864567537"
329556.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
248201.0,"1.29613986111385,103.827231791683"
248180.0,"1.2948480383694,103.827548220413"
408832.0,"1.33288462898322,103.892303618387"
249446.0,"1.2933749977748,103.825400484885"
429777.0,"1.3133350986259,103.897675931626"
286655.0,"1.32790589397329,103.811986078233"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
288358.0,Not Found
288413.0,"1.3278356548858,103.812234495947"
288388.0,Not Found
288352.0,"1.32456554554323,103.812187010308"
288355.0,Not Found
288421.0,"1.32832481094821,103.811700132613"
288455.0,"1.32659730501812,103.811332907782"
286653.0,"1.32706139899585,103.812896184321"
288407.0,"1.32731952558617,103.812831770778"
288420.0,"1.32890152807378,103.812100334091"
425230.0,"1.31028090466371,103.914903018416"
598669.0,"1.34502932055631,103.76800045525"
588996.0,"1.33875930729064,103.778600077834"
329190.0,Not Found
425746.0,"1.31321691347859,103.913873612046"
455839.0,"1.30958218226732,103.926169828902"
455231.0,"1.31366264456649,103.928629464927"
458278.0,"1.31284706410149,103.923788580901"
258617.0,"1.32084379385904,103.823206216568"
438951.0,"1.31225903171368,103.893139764788"
596738.0,"1.34052381589455,103.767183437802"
438916.0,"1.31107092788673,103.892415269833"
425762.0,"1.31389250792833,103.914260843359"
229657.0,"1.30422334935226,103.837713806599"
398299.0,"1.31256998658763,103.887209225771"
449305.0,"1.29955807704199,103.901523915554"
529861.0,"1.34169538178112,103.958080755214"
548008.0,"1.3619760292092,103.884992801669"
545990.0,"1.36537671170078,103.883112062998"
387869.0,"1.31578022165817,103.890338973057"
389760.0,"1.31640485669867,103.887906763671"
388133.0,"1.31441038654771,103.884629689864"
388082.0,Not Found
387977.0,"1.31481342923106,103.888046887621"
388489.0,"1.31312217027915,103.879474779"
387882.0,"1.31607412947418,103.891092837354"
389754.0,"1.31703114737635,103.890499582849"
575583.0,"1.35248230279904,103.835746973508"
188655.0,"1.30185644908924,103.851832335297"
419835.0,"1.31835145049718,103.910978671222"
418108.0,Not Found
279883.0,"1.33143049540259,103.79500253329"
276484.0,"1.32953390607024,103.795231715299"
388307.0,"1.31469684747176,103.882628937424"
408832.0,"1.33288462898322,103.892303618387"
238142.0,"1.29674185934241,103.836883724004"
239975.0,"1.30315428073007,103.829577548446"
109025.0,"1.27247694326577,103.807817491838"
238107.0,"1.29717525117902,103.836032712174"
329137.0,"1.32761026033247,103.847605847436"
408832.0,"1.33288462898322,103.892303618387"
416851.0,"1.32218837844525,103.911236681609"
259336.0,Not Found
218612.0,"1.31119207325572,103.85327574283"
218605.0,"1.31076356002808,103.852952752941"
307467.0,"1.31960020004528,103.845271738384"
358246.0,"1.34454437704007,103.868923396673"
259275.0,"1.31596321010011,103.806749637153"
358178.0,"1.34366958875438,103.869789827423"
258022.0,"1.3111255094346,103.805748923396"
228165.0,"1.30234468524969,103.847116002567"
229975.0,"1.30156333624985,103.847382274312"
229978.0,Not Found
228051.0,"1.30215650857017,103.848854208182"
228152.0,"1.30167268608664,103.848036171953"
229977.0,"1.30106744301014,103.847993603538"
228191.0,"1.30158083491052,103.848507995671"
228184.0,"1.30301843093714,103.846426917599"
587972.0,"1.34726029144314,103.773320827343"
587967.0,"1.34612636607464,103.773471806293"
198784.0,"1.30631203112933,103.864308334438"
207274.0,"1.3100432960085,103.855902832975"
545523.0,"1.35466521890966,103.876883622562"
268844.0,"1.31439790095774,103.805164614791"
88642.0,"1.27559528527257,103.837559859708"
88659.0,Not Found
80101.0,"1.27524141291212,103.836045808088"
88660.0,"1.27527115223131,103.83683222505"
429748.0,"1.30560970882214,103.903400896749"
426691.0,"1.31511560847861,103.900276347946"
278558.0,Not Found
438769.0,"1.3081042500802,103.898755365473"
249565.0,"1.29810982307445,103.827712685178"
329889.0,Not Found
587974.0,"1.34876777961216,103.772221648595"
459107.0,"1.31291496683245,103.924721677755"
468786.0,"1.32065061220003,103.952389835839"
328071.0,"1.32437966274857,103.863833862679"
328074.0,"1.32480413933797,103.864179093295"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
328008.0,"1.32791955421654,103.86384632382"
327977.0,"1.32638091456349,103.86384065497"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
247912.0,"1.30512847628769,103.82578151636"
238118.0,"1.29753598393434,103.836012639178"
238120.0,"1.29750880469903,103.836268849611"
238112.0,"1.29779591042764,103.835697823243"
238107.0,"1.29717525117902,103.836032712174"
238113.0,"1.29793589010719,103.836437562021"
238109.0,Not Found
238118.0,"1.29753598393434,103.836012639178"
545542.0,"1.35565210357624,103.876015763639"
307741.0,"1.31632883496038,103.84194519778"
238437.0,"1.29371532764206,103.837276710508"
118653.0,"1.28845742826023,103.777344346542"
417454.0,"1.32773937225717,103.911272453985"
257845.0,"1.31438795667107,103.827340297839"
257902.0,"1.31793261282558,103.826490590389"
257940.0,"1.31550047383755,103.825624186108"
423950.0,"1.30854402717824,103.908875714181"
423956.0,Not Found
426411.0,"1.31627726515293,103.904948742515"
427884.0,"1.31355578639069,103.904517013271"
309329.0,"1.31740976334811,103.844913840423"
489929.0,"1.32847324320348,103.95135621615"
248196.0,"1.29570993713335,103.827568387283"
389144.0,"1.31110937477676,103.873025954425"
208393.0,"1.31291563993984,103.856924681278"
408832.0,"1.33288462898322,103.892303618387"
207851.0,"1.31380286104726,103.857763875638"
307780.0,"1.31464830253379,103.844819093226"
307781.0,"1.31424399792716,103.844686730014"
259916.0,"1.31620128506477,103.83469676258"
218401.0,"1.31514994452974,103.853478164047"
398361.0,"1.31268459175571,103.885941111431"
439874.0,"1.3002919144993,103.900076038366"
229719.0,"1.31000645134284,103.836516434155"
455273.0,"1.31437895447395,103.932248310701"
417958.0,"1.3205334041426,103.905772422058"
438133.0,"1.31251969868081,103.891760188852"
437050.0,"1.30780276693953,103.895551267647"
534729.0,"1.3620994674031,103.886835430404"
307740.0,"1.31640035574617,103.841671833933"
218926.0,"1.31409213027808,103.852946523501"
534049.0,"1.35039657607709,103.880230544693"
307842.0,"1.31819899592367,103.848906082215"
387544.0,"1.3157472607643,103.887188203157"
307745.0,"1.31595167560923,103.841854612829"
327849.0,"1.32862584566182,103.865133145358"
596180.0,"1.34054847886549,103.773649129593"
229239.0,"1.30042006162394,103.845957552922"
588997.0,"1.33917169739151,103.780127443358"
426194.0,"1.31688929978808,103.90786299804"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
198474.0,"1.30114162138115,103.860771460808"
238374.0,"1.29639111945043,103.834694192111"
329585.0,"1.32697070112982,103.84971650708"
548315.0,"1.36582015580987,103.88224703827"
398986.0,"1.31170915264394,103.878463160426"
649925.0,"1.3425169918577,103.711734070194"
596229.0,"1.3582606053054,103.766168368351"
598123.0,"1.340855783603,103.77313936698"
757713.0,"1.44819535371132,103.819502127155"
538527.0,"1.34478691681927,103.878778848783"
487220.0,"1.33936801996841,103.956237439087"
399182.0,"1.31064927792671,103.876402171482"
387878.0,"1.31608075312341,103.890484723984"
398207.0,"1.31359813614381,103.887912449228"
398489.0,"1.31208149865107,103.885052375181"
398753.0,"1.3112844032004,103.881516089364"
398305.0,"1.31241326518363,103.887148121308"
398162.0,"1.31288444198327,103.888327290325"
556130.0,"1.34827951654326,103.871668377219"
486069.0,"1.34813938708512,103.962084910434"
387914.0,"1.31558261176887,103.889462040581"
426323.0,"1.3174353531319,103.910838016448"
425767.0,"1.31337005210124,103.914756218153"
806745.0,"1.38969073093565,103.857170017555"
597522.0,"1.32440881513624,103.765748290924"
535689.0,"1.3462198480104,103.871951011761"
425673.0,"1.31304905009595,103.910054014447"
537972.0,"1.34626320392097,103.873932151324"
534530.0,"1.34531588501516,103.871398582883"
425600.0,"1.31099831906299,103.908046890845"
427970.0,"1.31489095859612,103.907792137947"
187948.0,"1.30046735366415,103.850556061949"
424331.0,"1.31157991353847,103.90555372088"
425671.0,"1.31301205892227,103.909868598439"
327979.0,"1.32656203245391,103.863658971562"
307745.0,"1.31595167560923,103.841854612829"
307742.0,"1.31603310197106,103.841577742503"
307956.0,"1.3153487379872,103.84144796992"
268830.0,"1.31284892716775,103.805415948338"
428505.0,"1.30756108101684,103.903479641307"
278575.0,"1.31263448713718,103.798064584264"
598734.0,"1.35601306530537,103.766973048822"
329978.0,Not Found
537846.0,"1.34560719747232,103.882695128109"
534931.0,Not Found
239549.0,"1.29818973309181,103.838457981369"
449303.0,"1.31152961287463,103.933508200344"
437386.0,"1.3100167617003,103.894020622783"
438772.0,"1.3071586734121,103.899082907118"
408832.0,"1.33288462898322,103.892303618387"
298128.0,"1.32776719893522,103.84161445288"
466671.0,"1.32188028968075,103.947114661697"
486060.0,"1.33210494519976,103.942079542636"
534239.0,"1.35025662393926,103.880579427111"
247876.0,"1.30203424100344,103.816940472062"
248018.0,"1.30096741677905,103.817531028185"
248466.0,"1.30029013610626,103.816057618756"
247965.0,"1.29204406249352,103.815997544385"
258004.0,"1.30630751616401,103.823420430568"
239223.0,"1.29876714993881,103.831774344575"
159012.0,"1.29182877953015,103.818366893396"
436914.0,"1.29662403708868,103.874304548932"
188098.0,"1.29831083277688,103.856652273902"
169040.0,"1.28432210840071,103.83501003183"
127462.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
466458.0,"1.31431753696049,103.938257604138"
98829.0,"1.26617727280392,103.823388742056"
426277.0,"1.31814997971255,103.912189356489"
423760.0,Not Found
426065.0,"1.31641764031269,103.909810113724"
425445.0,"1.3111824958385,103.909658199098"
425687.0,"1.31266290803793,103.911509004252"
423838.0,"1.31169206684249,103.91161241775"
423731.0,"1.30647664363682,103.905368186563"
423596.0,"1.31185487589454,103.90150044386"
423722.0,"1.30753583983857,103.904590613014"
423742.0,"1.3079858196511,103.90427001166"
423725.0,"1.307339577796,103.904802283858"
307786.0,"1.3145899979855,103.844453396673"
99307.0,"1.27631643556314,103.823679380408"
544774.0,"1.36886253636505,103.877307783211"
598674.0,"1.34101528932946,103.77097733992"
437824.0,"1.30282682267837,103.898355780325"
199018.0,"1.30396158484981,103.86156137725"
426102.0,"1.3168372177455,103.911842209656"
189703.0,"1.29775245086994,103.856949531399"
329023.0,"1.32553401753237,103.86549809331"
239895.0,"1.29763848883386,103.837696742648"
358246.0,"1.34454437704007,103.868923396673"
429515.0,"1.30643705485425,103.907772789585"
298130.0,"1.3283636088892,103.841418362322"
437988.0,"1.29824018210274,103.886163635826"
388199.0,"1.31400655260741,103.884015328938"
438128.0,"1.31339423453775,103.892361725586"
426117.0,"1.31690926542148,103.912654196336"
425261.0,"1.31036560075556,103.916633279484"
437297.0,"1.30678627404464,103.89917108354"
425612.0,"1.31199338819405,103.908192181689"
669596.0,"1.35682179002634,103.760463994003"
159954.0,"1.28969004585591,103.805470415063"
308214.0,"1.32327434333138,103.848835015461"
259420.0,"1.30921416741461,103.830896261502"
289843.0,"1.33337474399547,103.811275631559"
259953.0,"1.308759844145,103.829643355814"
426536.0,"1.31592532071717,103.902987460361"
439871.0,"1.30025165988908,103.900823387238"
389493.0,"1.31371862266175,103.886588867863"
309104.0,"1.31856765330093,103.840268808403"
88271.0,"1.27550106882151,103.841596022941"
329215.0,"1.32810062850729,103.842349999219"
259786.0,"1.31443066714887,103.830313486286"
248973.0,"1.29593645811863,103.829849815157"
437885.0,"1.29668185515836,103.889100113074"
308227.0,"1.32462194319897,103.849957588255"
98583.0,"1.25177730904166,103.847671939013"
426140.0,"1.31721931529554,103.913792041554"
425991.0,"1.31507810095658,103.906372460422"
259846.0,"1.31549590683582,103.827877231883"
259888.0,"1.31546636181029,103.834295750594"
466507.0,"1.31578148106134,103.941424516025"
238140.0,"1.29788642472463,103.837168505588"
469970.0,"1.31242002290993,103.938628539327"
89775.0,"1.27587483521415,103.840480994349"
423728.0,"1.30713496275586,103.904957655411"
239893.0,"1.29941839079516,103.836188710546"
425142.0,"1.30963955864522,103.909443205926"
329973.0,"1.32700964332176,103.84499124829"
269852.0,"1.3132776638734,103.798544784631"
437874.0,"1.29704864771761,103.88764477781"
189646.0,"1.30166188823652,103.853356123694"
98616.0,"1.25004849376758,103.846319306506"
