postal_code,lat_long
309309.0,"1.31649465009912,103.839103883927"
389686.0,"1.31498372739716,103.889070236309"
538800.0,"1.36849381331647,103.89911767534"
398150.0,"1.31352657764499,103.888547680917"
427800.0,"1.31376062248786,103.901762873018"
428522.0,"1.31620464984195,103.901861658977"
278636.0,"1.31863081799085,103.780686822116"
259332.0,"1.31649011503328,103.830473293379"
408832.0,"1.33288462898322,103.892303618387"
129195.0,"1.32357072236801,103.756665606511"
579978.0,"1.36194304732652,103.830183411155"
228185.0,"1.30314396399284,103.846281830817"
278551.0,"1.31178808445845,103.801494166699"
486365.0,"1.32098841923667,103.95588211997"
109025.0,"1.27247694326577,103.807817491838"
259420.0,"1.30921416741461,103.830896261502"
399125.0,"1.30983669240885,103.877503215165"
239325.0,Not Found
569758.0,"1.38320877445053,103.838551545698"
268158.0,Not Found
268839.0,Not Found
218896.0,"1.31329768304541,103.853633404104"
428233.0,"1.31850124837017,103.911807806283"
399266.0,"1.31111580692247,103.876068248261"
259117.0,"1.31379759423696,103.823386962058"
259089.0,Not Found
259056.0,"1.31477944384088,103.825754359244"
458553.0,"1.30942654360105,103.925248525251"
506941.0,"1.35736420475575,103.963972049935"
259715.0,"1.3176992370965,103.832340224879"
268800.0,"1.32990557515187,103.795822461899"
257848.0,"1.31502432605995,103.826570312809"
458949.0,"1.3109833552036,103.924308460541"
549576.0,"1.36362256925727,103.885979254519"
438516.0,Not Found
575728.0,"1.36099060483292,103.828974355886"
427927.0,"1.31449702698518,103.905732810021"
589626.0,"1.33257600947573,103.785827347059"
117755.0,"1.2779499342871,103.79332825563"
539548.0,"1.35568905948457,103.881343003096"
546776.0,"1.36678234485457,103.880125251863"
276957.0,"1.31536955463919,103.776942592447"
58727.0,"1.28497488239922,103.846439133077"
268685.0,"1.31351506153359,103.793689742252"
678272.0,"1.36877358881314,103.776059657834"
778893.0,"1.40511432876546,103.817425286088"
439089.0,"1.29913857279489,103.884875985914"
436879.0,"1.29667456790547,103.884526110892"
329147.0,Not Found
439193.0,"1.309917518417,103.894838452185"
535131.0,"1.36169891704105,103.890840106092"
456442.0,"1.31268282408211,103.931371444912"
249692.0,"1.30325877748306,103.828469246045"
117752.0,"1.27728558824322,103.793122156661"
534959.0,"1.34710741271184,103.879975620168"
597086.0,"1.32381983979324,103.766878388655"
424981.0,"1.31431580944403,103.9036634713"
239195.0,"1.29898398400724,103.834268439755"
239193.0,"1.29831388043611,103.834269820035"
387580.0,"1.31610089372943,103.888998018255"
424482.0,"1.3148713210213,103.897207799255"
424376.0,"1.31178498584081,103.906034854282"
329370.0,"1.32756140104682,103.843705507242"
268850.0,"1.3158426419275,103.807444059548"
257534.0,"1.31537163676347,103.808430102826"
239361.0,"1.29285140857469,103.83976315039"
258351.0,"1.31252068199472,103.825192045963"
759121.0,Not Found
257654.0,"1.31246173086025,103.827302948052"
589474.0,"1.33856345031166,103.779679697449"
457263.0,"1.31725197781733,103.924891343738"
229847.0,"1.31150263615382,103.842745921619"
398223.0,"1.31302142355877,103.887521408189"
398478.0,"1.3129301414015,103.884523044187"
408832.0,"1.33288462898322,103.892303618387"
329810.0,"1.32619717807328,103.84910065649"
546195.0,"1.36290401961155,103.878886421716"
100001.0,Not Found
309082.0,"1.31814186950603,103.839151085711"
309094.0,"1.31806066192041,103.839620275815"
309101.0,"1.31931195495231,103.840119120851"
309061.0,"1.31496035037871,103.838459402687"
309061.0,"1.31496035037871,103.838459402687"
259330.0,"1.31624947059146,103.83042805227"
425120.0,"1.30938443720972,103.908480704834"
549338.0,"1.36189921422964,103.87861280778"
669556.0,"1.36358352849535,103.76526340091"
427972.0,"1.3149036540301,103.908065775083"
277050.0,"1.31623879085761,103.784908114868"
547734.0,Not Found
329192.0,"1.32751668761838,103.842603758766"
118633.0,"1.28674116675747,103.780149097748"
307947.0,"1.31369315585356,103.840387458086"
588169.0,Not Found
118699.0,"1.29054692058657,103.774606037683"
425403.0,"1.31146072328194,103.916069372738"
556126.0,"1.34960971895034,103.865925446023"
568285.0,Not Found
199588.0,"1.30274220636743,103.86510408137"
568426.0,"1.35311560076163,103.8626557772"
248999.0,Not Found
309021.0,"1.32063427888985,103.833512083526"
596703.0,"1.34108450139369,103.769702658501"
596720.0,"1.33933394041963,103.767330021841"
546018.0,"1.36276759695535,103.883382260281"
399077.0,"1.31163885880473,103.87683807349"
455219.0,"1.31336207738149,103.927569043832"
329782.0,"1.32441492849063,103.850876401816"
259889.0,"1.3146621502983,103.834178223122"
259703.0,"1.31425123117332,103.836041963599"
387721.0,"1.32553546638229,103.882207193646"
428352.0,"1.30688972732077,103.912096074243"
598435.0,"1.34386088362378,103.768589874738"
408832.0,"1.33288462898322,103.892303618387"
534676.0,"1.35707280748098,103.881090341686"
598431.0,"1.34330642786718,103.768846834849"
426237.0,"1.31678030928875,103.910244597596"
308140.0,"1.31961486592659,103.845969245127"
809683.0,"1.38879912168555,103.852035348555"
567741.0,"1.37544442670241,103.846817673413"
399849.0,"1.3141912983094,103.891500511011"
249574.0,"1.29928124298056,103.829164712225"
249578.0,"1.2998826225442,103.828975333714"
249631.0,"1.30137487211831,103.823810330672"
238143.0,"1.29787108350456,103.835056333202"
239700.0,"1.29942281142325,103.834776774582"
408832.0,"1.33288462898322,103.892303618387"
249613.0,"1.30369521339223,103.823081041412"
239700.0,"1.29942281142325,103.834776774582"
239196.0,Not Found
438940.0,"1.31267551398234,103.893424179224"
389454.0,"1.31328397529739,103.885092599911"
596683.0,"1.33902137692931,103.769523423569"
787691.0,Not Found
127298.0,"1.29325904193028,103.767508216744"
408832.0,"1.33288462898322,103.892303618387"
277022.0,Not Found
417609.0,"1.32730281734647,103.911359251474"
398485.0,"1.31225854673977,103.884662481524"
387906.0,"1.31578777361004,103.889959506676"
659244.0,"1.35606274589378,103.752766962762"
398497.0,"1.31159750646986,103.884691990677"
398437.0,Not Found
398371.0,"1.31200443744473,103.885949377155"
399850.0,"1.31131608082757,103.884615884842"
426049.0,"1.31570830110214,103.908882701488"
797530.0,"1.39283623462094,103.87967806826"
259950.0,"1.30843615423188,103.828596763934"
438773.0,"1.30633784011654,103.898772934564"
438782.0,"1.30617772971322,103.899582125544"
438791.0,"1.30656471420158,103.898292204928"
438866.0,"1.30856973185118,103.899554487874"
438621.0,Not Found
438768.0,"1.30820970588592,103.89867287524"
438750.0,"1.31031351887248,103.897656283853"
438774.0,"1.30695223756533,103.899103154418"
438719.0,"1.31009671517982,103.897769945912"
329778.0,"1.32532977793951,103.852411690265"
573978.0,"1.37652092532727,103.832095906553"
369736.0,"1.33048227773489,103.880112568069"
99454.0,"1.27224289288465,103.827478990765"
109258.0,"1.27201238848312,103.80851431688"
98830.0,"1.26618589994556,103.822744661427"
99454.0,"1.27224289288465,103.827478990765"
547810.0,"1.36351876042906,103.888020177163"
429190.0,"1.3091340218359,103.904977792347"
169638.0,"1.28983034198102,103.831843416909"
437898.0,"1.29680380852127,103.889925944761"
678943.0,"1.37233349665866,103.76417768473"
506881.0,"1.35521095284251,103.966422045067"
787274.0,"1.39782979206788,103.818965017309"
425261.0,"1.31036560075556,103.916633279484"
425692.0,"1.31336049179573,103.911481522688"
229815.0,"1.30656259650495,103.837800731046"
259960.0,"1.30866564461711,103.829081390285"
429024.0,"1.30917951069492,103.912590701214"
188108.0,"1.29858926583677,103.856405058091"
425537.0,"1.31255760997324,103.912955503031"
138678.0,"1.3037155308885,103.783858583197"
219392.0,Not Found
219408.0,"1.31325732047152,103.848953427343"
219380.0,"1.3128109735379,103.848314426322"
596290.0,"1.33904654811642,103.771587753402"
228519.0,"1.30845412429124,103.835456199061"
596723.0,"1.3412455031561,103.765326950008"
545535.0,"1.35538775194974,103.877259450345"
549170.0,"1.35942538111065,103.879986404947"
229618.0,"1.30360072008439,103.841116863266"
229658.0,"1.30477434995815,103.83743185829"
299274.0,Not Found
669590.0,"1.35888577009923,103.762618572073"
289847.0,"1.33487195290402,103.809442405442"
286802.0,"1.33638821711625,103.807350882717"
669565.0,"1.35859905905298,103.765032922095"
309029.0,"1.32099400939875,103.833703417882"
548943.0,"1.35827540489293,103.877119519016"
669619.0,"1.35714997234684,103.759135712247"
229808.0,"1.30733322469102,103.838480574083"
669595.0,"1.35722696051582,103.760850571779"
669570.0,"1.3560153779275,103.762587763182"
669088.0,"1.35984443507774,103.757549126032"
598741.0,"1.35820450511192,103.764151070734"
669559.0,"1.36118814879081,103.765053074687"
669554.0,"1.36470196051695,103.765594140044"
659920.0,"1.35213754685233,103.759354902417"
669599.0,"1.35590905178528,103.76073531599"
669743.0,"1.35992152404272,103.763392299233"
239220.0,"1.29906600768056,103.832068608699"
276693.0,"1.31657946252272,103.778431585714"
127010.0,Not Found
597664.0,Not Found
209264.0,"1.31270184017357,103.859968759019"
228022.0,"1.30244482459515,103.848554295862"
278547.0,"1.31176940658246,103.801709961483"
278576.0,"1.31330761763,103.798039271294"
278736.0,Not Found
278730.0,"1.30956343153917,103.802763316404"
278742.0,"1.30983060602884,103.802913761541"
278733.0,Not Found
278731.0,"1.30958654340833,103.802346486254"
258867.0,"1.30933084034523,103.806235900413"
278739.0,"1.30873052505948,103.801101998594"
276337.0,"1.31128288252258,103.799449920486"
278568.0,"1.31193961236165,103.799346050449"
249510.0,"1.30757480796056,103.802891193537"
276748.0,Not Found
278536.0,"1.31026656139423,103.802608879709"
249473.0,"1.31000249820802,103.803634650035"
238701.0,"1.29673926775369,103.842701828398"
249444.0,"1.29404275502161,103.826067811629"
425283.0,"1.30965618756546,103.908797761053"
779084.0,"1.40401019766297,103.817509968397"
779085.0,"1.40263778458236,103.818205033094"
127052.0,Not Found
425303.0,"1.31058919335556,103.909513431191"
259719.0,"1.31809073406194,103.831076582966"
249405.0,"1.29648247299193,103.830003210997"
408832.0,"1.33288462898322,103.892303618387"
118862.0,"1.28217914161626,103.78408271893"
239194.0,"1.29829067681172,103.833377647901"
229670.0,Not Found
534690.0,Not Found
539748.0,"1.37992376908674,103.887491361899"
536139.0,"1.34914612829889,103.88397575899"
456644.0,"1.3115188598209,103.933086390764"
417652.0,"1.32864777096951,103.914437497346"
229160.0,"1.3030109404897,103.838718322482"
598718.0,"1.35341263561796,103.768701565397"
598727.0,"1.35524749103607,103.768122249703"
127997.0,"1.3155055432603,103.758056882156"
328710.0,Not Found
545521.0,"1.35458411311499,103.877789977988"
78877.0,"1.27516997523174,103.844496312645"
466588.0,"1.3160878054443,103.946112888683"
425346.0,"1.31067589387575,103.912760068148"
398353.0,"1.31285080910896,103.886497625764"
239900.0,"1.29906764002132,103.836832037459"
438620.0,"1.31145537479688,103.895169649984"
425252.0,"1.31061801806954,103.91652908816"
79903.0,"1.27573568143134,103.845703218601"
358841.0,"1.33024915863509,103.86735251711"
329550.0,"1.32526434675063,103.845622069281"
308349.0,"1.31513812749678,103.842640203235"
119519.0,"1.27967720669913,103.792099423759"
424894.0,"1.30706456216463,103.900744955945"
549340.0,"1.36122364069375,103.878553186555"
548540.0,"1.36584849907494,103.884856327883"
423468.0,"1.3114019755049,103.900410772179"
429079.0,"1.31013981221718,103.915691207978"
600117.0,"1.33788665985022,103.735067620142"
309306.0,"1.31548497427322,103.839467418834"
259426.0,"1.30987538864486,103.830978929086"
423469.0,"1.31263191926118,103.90763813785"
258201.0,"1.31757040476181,103.828200554188"
267833.0,"1.3133286779457,103.797417970533"
537013.0,Not Found
208511.0,"1.30865766748104,103.858066663176"
548431.0,"1.36031026981375,103.876906739154"
548429.0,"1.35981058677379,103.876498152439"
548461.0,"1.35935551629112,103.878060173394"
589488.0,"1.33772750116803,103.780072604798"
574409.0,"1.35665447059553,103.828736711218"
259738.0,"1.32010701731526,103.82397812475"
427878.0,"1.31374267236126,103.904359283897"
428129.0,"1.31264875307626,103.900581034415"
423491.0,"1.31441955822584,103.914957327013"
249058.0,"1.29495880988494,103.817962006924"
249012.0,Not Found
249056.0,"1.29489580072091,103.81856774498"
408832.0,"1.33288462898322,103.892303618387"
249015.0,"1.29363933147639,103.823498620439"
249081.0,"1.29449097781879,103.822065328522"
249004.0,"1.29389339488957,103.824089158096"
259865.0,"1.31588531707827,103.827486151573"
423816.0,"1.31356852036011,103.910644541702"
228068.0,"1.30244590773606,103.847532468776"
439887.0,Not Found
509422.0,"1.37908988698315,103.960558475679"
424681.0,"1.3089072395437,103.902325960597"
427526.0,"1.31081856770046,103.90108919025"
428104.0,"1.31297420916757,103.903253194597"
427303.0,"1.31433566704984,103.904127822972"
217811.0,"1.31520905789978,103.854919307157"
427962.0,"1.31488272296555,103.907503321323"
438867.0,"1.30776731956689,103.899880729747"
309973.0,"1.32242172407521,103.848172032797"
118695.0,"1.28943349070879,103.775385797395"
259953.0,"1.308759844145,103.829643355814"
426608.0,"1.31562617162614,103.900455995607"
425616.0,Not Found
425641.0,"1.31214831041396,103.90926065403"
328693.0,Not Found
248969.0,"1.29640300522907,103.829758292446"
424965.0,"1.31301688185894,103.903807363724"
423720.0,"1.30875505812227,103.905636959211"
423857.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
439826.0,"1.30026220057962,103.888091976842"
429979.0,Not Found
399842.0,Not Found
436958.0,"1.31307627518642,103.893505663658"
288411.0,"1.32740019884468,103.812256773798"
248899.0,"1.29489158756341,103.829699558094"
329325.0,Not Found
329341.0,"1.32736646893517,103.851568376064"
418924.0,"1.319622124356,103.912288714696"
418944.0,"1.32037255609864,103.912642849629"
418941.0,"1.32015257058639,103.912727083961"
329138.0,"1.32772188246207,103.848137304369"
219249.0,"1.31273680388072,103.847194656397"
219268.0,"1.31396457521939,103.845976878698"
419822.0,"1.31823884777282,103.910120330727"
408832.0,"1.33288462898322,103.892303618387"
219219.0,"1.3160050551377,103.852068216051"
218816.0,"1.31514534529478,103.852365754708"
218815.0,"1.31559997820356,103.851787324083"
218814.0,"1.3157953905606,103.852804524115"
118892.0,"1.28191694352023,103.785707663012"
207852.0,"1.3131227003568,103.857656215109"
466105.0,"1.31834327351999,103.949957389393"
298808.0,"1.32865923404591,103.820422048241"
598120.0,"1.34084242760303,103.773637999482"
598132.0,"1.34133334202695,103.77234396073"
598139.0,"1.34082770311651,103.774215677961"
239555.0,"1.29796800700412,103.838408057882"
239566.0,"1.29671864134885,103.838173259745"
328847.0,"1.32358747782594,103.852647135431"
328827.0,"1.32533672784378,103.853993102406"
328843.0,"1.32420580518988,103.85247150073"
328749.0,Not Found
239427.0,"1.29293391960903,103.833590038162"
229001.0,"1.30590952063275,103.833909984178"
169262.0,"1.28434128785856,103.82912604887"
424894.0,"1.30706456216463,103.900744955945"
248696.0,"1.30172074529176,103.82760521739"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
408832.0,"1.33288462898322,103.892303618387"
425604.0,"1.31191154335489,103.907721956198"
569979.0,"1.35563325212442,103.858817438671"
329599.0,"1.32719478492029,103.84988000351"
418929.0,"1.31963983510783,103.912912683775"
596484.0,"1.33781826306472,103.77051775048"
598038.0,"1.33715450760794,103.768248391413"
598008.0,"1.33828489151623,103.770213514488"
546144.0,"1.36314877783075,103.874660391847"
427063.0,"1.31331213681432,103.906171217885"
425307.0,"1.31074029107288,103.909692372634"
427049.0,"1.3129501659887,103.905667434406"
258333.0,"1.30860535583359,103.827616672793"
548173.0,"1.3553167568821,103.878516661429"
548102.0,"1.35738209038326,103.879526414029"
545523.0,"1.35466521890966,103.876883622562"
548086.0,"1.35809459809092,103.880124896039"
548130.0,"1.35823629675024,103.881478634217"
548132.0,"1.35816624268405,103.881182455343"
535193.0,"1.36074531809769,103.891985875555"
548135.0,Not Found
545018.0,"1.35939711311169,103.882743369752"
548177.0,"1.35499609716211,103.878112052956"
544894.0,"1.36119687737014,103.884664228255"
548136.0,"1.35755530701427,103.880781824863"
247854.0,"1.30282839710937,103.826046096526"
408832.0,"1.33288462898322,103.892303618387"
398453.0,"1.31190419143627,103.885369365155"
737892.0,"1.43219083618145,103.79745091654"
239568.0,"1.29617714762777,103.836877654727"
534954.0,"1.3460907678318,103.880718486934"
398483.0,"1.31244454232324,103.884576516653"
308125.0,"1.31953348960235,103.847029859453"
437894.0,"1.29768110596317,103.889729287279"
307811.0,"1.31793346916031,103.846918251869"
288007.0,"1.34663071510795,103.789436674932"
249919.0,Not Found
425769.0,"1.31353809863098,103.914944391669"
436885.0,"1.2994553262904,103.884343224781"
449291.0,"1.30950624373898,103.932082446732"
486355.0,"1.32182560981051,103.958564798045"
468726.0,"1.31287539656174,103.93478126757"
449284.0,"1.30909263484316,103.929289218137"
649819.0,"1.34189705923069,103.716309075246"
648923.0,"1.34047509435306,103.716756016953"
618647.0,Not Found
618649.0,"1.33728050799228,103.725473335024"
574327.0,"1.34806816003828,103.8354324398"
468698.0,"1.31360423997635,103.93581051646"
118572.0,"1.27925056413254,103.787154334976"
239328.0,"1.2949260365119,103.838947184938"
249206.0,"1.29602981016717,103.82855385728"
556782.0,Not Found
408832.0,"1.33288462898322,103.892303618387"
398481.0,"1.31259777837018,103.884583890504"
229621.0,Not Found
425525.0,"1.31224455095574,103.911705394041"
409044.0,"1.33049714674003,103.888409268781"
536613.0,"1.34522347751628,103.875341341036"
118894.0,"1.28275382565309,103.785347646917"
509371.0,"1.3783509761617,103.956295113266"
425286.0,"1.30994792239093,103.908895032238"
417301.0,"1.32604750612789,103.907418948375"
258709.0,"1.31826157961172,103.830352987178"
425365.0,"1.31085326886181,103.913484889321"
389365.0,"1.31250268727998,103.880368117228"
417778.0,"1.31872198178905,103.906391160214"
328106.0,"1.32586291679013,103.846541991124"
228070.0,"1.30284530720385,103.847903060812"
589318.0,"1.34709474344486,103.775782646855"
267829.0,"1.31291902869754,103.796984203708"
267862.0,"1.3139673735752,103.797672556069"
428096.0,"1.31277076528814,103.901467701392"
358841.0,"1.33024915863509,103.86735251711"
358843.0,"1.32998564776679,103.866875430246"
358844.0,"1.33040458254512,103.867093216382"
276956.0,"1.31503287559433,103.777257042068"
547933.0,"1.36230952965649,103.873853433408"
417609.0,"1.32730281734647,103.911359251474"
417642.0,"1.32864269824431,103.913744097652"
417454.0,"1.32773937225717,103.911272453985"
357769.0,Not Found
239224.0,"1.29837994307162,103.832190331692"
239191.0,"1.29732760228353,103.83322191012"
239195.0,"1.29898398400724,103.834268439755"
239223.0,"1.29876714993881,103.831774344575"
239222.0,"1.29807866746858,103.831491221019"
258870.0,"1.3109120977357,103.804642295068"
417642.0,"1.32864269824431,103.913744097652"
259743.0,Not Found
425631.0,Not Found
259747.0,Not Found
189029.0,"1.29798277931997,103.856632698216"
249476.0,"1.3099415336002,103.804957464572"
509408.0,"1.37829380600619,103.959135610337"
219841.0,"1.31337256000601,103.849901610666"
768961.0,"1.42392837108866,103.849332055297"
218812.0,Not Found
328746.0,Not Found
468493.0,"1.32234281663397,103.947973064568"
308380.0,"1.31710864057354,103.842743087159"
307756.0,Not Found
308380.0,"1.31710864057354,103.842743087159"
307753.0,Not Found
309330.0,"1.31657343183669,103.845293528065"
518205.0,"1.37305703366527,103.942459094386"
425571.0,"1.31295613447289,103.915002346739"
239107.0,"1.29758995084157,103.839605280604"
329210.0,Not Found
248327.0,"1.29446098581955,103.8276209036"
218392.0,"1.31495935076574,103.85355608987"
257856.0,"1.31783947169965,103.826223650676"
278580.0,"1.31236368151801,103.797168759641"
427944.0,"1.31417304336788,103.907608197555"
547351.0,Not Found
509373.0,"1.3778540231339,103.956693393734"
509468.0,"1.37949806579658,103.96427192174"
509058.0,"1.36849628172236,103.970019150268"
307780.0,"1.31464830253379,103.844819093226"
467623.0,"1.31827917519748,103.941303202944"
238863.0,"1.30450604646634,103.833962339817"
249569.0,"1.29878089230657,103.826677483859"
238403.0,"1.29679910840731,103.83459713454"
79624.0,"1.27426245685335,103.846025087372"
278737.0,"1.30887768929861,103.800468775419"
266621.0,"1.32179079194777,103.812522188467"
118668.0,"1.28954829330892,103.777089281289"
408832.0,"1.33288462898322,103.892303618387"
308208.0,"1.32252212187302,103.848891107309"
425303.0,"1.31058919335556,103.909513431191"
228719.0,"1.30693743456241,103.847015585508"
228697.0,"1.30647244500245,103.847682828845"
228714.0,"1.30652212866478,103.846587371813"
228678.0,"1.3045365321175,103.849640464785"
368236.0,"1.33259772264628,103.886654330662"
425408.0,"1.31014647625515,103.909794520776"
259724.0,"1.31847778870769,103.829950585068"
307740.0,"1.31640035574617,103.841671833933"
228599.0,"1.31283039144925,103.841544287772"
424775.0,"1.3058747690711,103.903901156114"
308166.0,"1.3238494392232,103.849267497709"
308215.0,"1.32356017570747,103.849109072916"
308208.0,"1.32252212187302,103.848891107309"
308225.0,"1.32433421345059,103.849717961403"
448906.0,"1.30669967284957,103.925753988471"
596385.0,"1.34484786966894,103.772047046413"
424970.0,"1.31270763418218,103.904671198022"
249580.0,"1.29978083020794,103.828489156121"
388038.0,"1.31525702251664,103.887174862978"
328708.0,"1.32791217152286,103.863187561929"
276952.0,"1.314721472629,103.778773989645"
438053.0,Not Found
438042.0,"1.29983720291661,103.888741199114"
18980.0,"1.279625798918,103.854987203774"
18965.0,"1.28034497999593,103.852143277672"
98327.0,"1.24297424636053,103.839164641252"
449528.0,"1.30458763653548,103.906827291046"
424160.0,"1.3081098949528,103.913990172777"
449271.0,Not Found
449273.0,"1.30378097367831,103.905465982943"
449527.0,"1.30428037513604,103.906769348626"
424886.0,"1.30634496810252,103.901143407487"
424795.0,"1.30724209656144,103.910467503121"
424794.0,"1.30741544249629,103.911162786073"
239071.0,"1.29233561786734,103.837549215345"
239059.0,"1.29213320015397,103.838064913731"
237988.0,"1.29416191303506,103.838428107883"
259710.0,"1.31747812895518,103.833282669164"
439957.0,"1.30137638010264,103.898166752118"
439963.0,Not Found
576148.0,"1.3528215273169,103.840916790896"
417104.0,"1.32189602855264,103.909352749897"
423953.0,"1.30924882698649,103.907815769246"
425649.0,"1.31223388473672,103.909394998258"
588373.0,"1.33718821380367,103.781736456"
588384.0,"1.34080690568747,103.779459731213"
678265.0,"1.37728755480684,103.76343057748"
599717.0,"1.34148201148685,103.773378872351"
787130.0,"1.3785794514657,103.828375856327"
308186.0,"1.32337432256355,103.850380826925"
329000.0,Not Found
438051.0,"1.29877526009797,103.888517626802"
425354.0,"1.31079892499905,103.91290436723"
429021.0,"1.30882433610902,103.913449991483"
398432.0,"1.31253733235708,103.885402784916"
328754.0,"1.32467146475006,103.853910277516"
248903.0,"1.2938786701989,103.830207410891"
437370.0,"1.31060237610127,103.893263790865"
529940.0,"1.3480866119198,103.958788998558"
117526.0,"1.27866845329676,103.787767087156"
239114.0,"1.29727294661043,103.838940257017"
419809.0,"1.3178260401216,103.909308065962"
219647.0,"1.31511813894895,103.846765148153"
669583.0,"1.35416438712436,103.761454232116"
169568.0,"1.28705859767551,103.82778753198"
669598.0,"1.35617024663786,103.759315673074"
219059.0,Not Found
219067.0,"1.31802199387753,103.851593706635"
219057.0,"1.31716949988879,103.851682239157"
428934.0,Not Found
423847.0,"1.31050848639697,103.911965259921"
358463.0,"1.33081037411595,103.867065998586"
437908.0,"1.29658307180925,103.891682981836"
437991.0,"1.29858791034804,103.88619459663"
437878.0,"1.29688446089582,103.888584074842"
689859.0,"1.38446287685656,103.748111309103"
417052.0,"1.31955327216571,103.909937629963"
247811.0,"1.29290709268773,103.830450365955"
419709.0,"1.31691626281217,103.898989823682"
408832.0,"1.33288462898322,103.892303618387"
807979.0,"1.38407858074655,103.862335585359"
187958.0,Not Found
308184.0,"1.32548941766951,103.848375446944"
308185.0,"1.32578698013765,103.848059253669"
548411.0,"1.35986735718564,103.877423098448"
536046.0,"1.34988777253529,103.881606000517"
530146.0,Not Found
239426.0,"1.29198111835787,103.834261909893"
408832.0,"1.33288462898322,103.892303618387"
308365.0,"1.31393361941559,103.842380394708"
428762.0,"1.30414392147877,103.903040922862"
529869.0,"1.34274226649806,103.954892442215"
308231.0,"1.32479229453516,103.85012690661"
308162.0,"1.32378273509884,103.850102052541"
127464.0,"1.31670629242902,103.753460910301"
669597.0,"1.35693556334253,103.76007349379"
277116.0,"1.31668276541345,103.777328871131"
329857.0,"1.32716875295452,103.84551856087"
358466.0,Not Found
328465.0,"1.32709863575898,103.86606572723"
328468.0,"1.32785789082303,103.866088622774"
328496.0,"1.3272741656029,103.865610465124"
309065.0,"1.31608941426119,103.838579797187"
387901.0,"1.31528810526081,103.889430101654"
308097.0,Not Found
308078.0,"1.31888138706097,103.850104803596"
308090.0,"1.31845944056635,103.847482119029"
308136.0,Not Found
228068.0,"1.30244590773606,103.847532468776"
99200.0,"1.2689003201228,103.824635539269"
309031.0,"1.32151951282408,103.833947029498"
228163.0,"1.30203939289866,103.846841997611"
228163.0,"1.30203939289866,103.846841997611"
437745.0,"1.30099403083671,103.888852616225"
437818.0,"1.30269302592246,103.897868727484"
437842.0,"1.30326089932611,103.89995137284"
437991.0,"1.29858791034804,103.88619459663"
308092.0,"1.31818439913906,103.846394220029"
329413.0,Not Found
117484.0,"1.28912345558753,103.775586391917"
249183.0,"1.29586840547876,103.829376171741"
249191.0,"1.29537581262615,103.828484302476"
328689.0,"1.32637508646677,103.8621423703"
529899.0,"1.34130342076985,103.953347730205"
329976.0,"1.32801029525715,103.847841048909"
259724.0,"1.31847778870769,103.829950585068"
534635.0,"1.35469895424795,103.878329825749"
269743.0,"1.3290441479788,103.801145691887"
258376.0,"1.30770698085011,103.825306959456"
258371.0,"1.30663349872782,103.825944954631"
258374.0,"1.30725683177633,103.82570235412"
258472.0,"1.30935710831236,103.819746979363"
258386.0,"1.30808591530835,103.823797046242"
258386.0,"1.30808591530835,103.823797046242"
258482.0,"1.30656346400868,103.8213284336"
248744.0,"1.29456208085487,103.827368709132"
248742.0,"1.29537368057774,103.826206382484"
248744.0,"1.29456208085487,103.827368709132"
248743.0,"1.29522123322474,103.827149602901"
248743.0,"1.29522123322474,103.827149602901"
425279.0,"1.30971430274572,103.908496424321"
425780.0,"1.31232627740589,103.910392393976"
537670.0,"1.36797019834595,103.892635802385"
449025.0,"1.30583366077819,103.92143810385"
398298.0,"1.31269794714045,103.886776844129"
329387.0,"1.32812868583745,103.843675063421"
307989.0,"1.31429426375311,103.841150697585"
307973.0,Not Found
228598.0,"1.31285376960405,103.84210742583"
307954.0,"1.31490075979298,103.840460862924"
307943.0,"1.31404986796426,103.839452778834"
307968.0,"1.31756869967119,103.841183539314"
307955.0,"1.31544838531983,103.840354841468"
307943.0,"1.31404986796426,103.839452778834"
307948.0,"1.31468730035104,103.839551770956"
307994.0,"1.31780091416565,103.842313806169"
307957.0,"1.3156928164724,103.841615456446"
399710.0,"1.30930458520869,103.879851001095"
689388.0,"1.37794304958658,103.758276899347"
807583.0,"1.38143238111123,103.863043130131"
807545.0,"1.38249935333566,103.864073943879"
348269.0,"1.33279345626326,103.869796804823"
288408.0,"1.3261931252986,103.812056012335"
228421.0,"1.30398191862117,103.849783163498"
229236.0,"1.2998091733077,103.846962853661"
219068.0,Not Found
219015.0,Not Found
219065.0,Not Found
738081.0,"1.44487569593664,103.806025708484"
689668.0,"1.38683857399065,103.744781738443"
757487.0,"1.426505274121,103.824316997915"
596195.0,"1.33885390897837,103.769182996429"
546684.0,"1.36721799313032,103.877356276184"
328316.0,"1.32502203689022,103.849099034618"
329640.0,"1.32472684199302,103.849470225477"
308322.0,"1.31882679779057,103.846081388601"
308603.0,"1.32293182556871,103.841987091964"
308651.0,"1.32376568191684,103.843395379054"
308729.0,"1.32357151793004,103.841133415932"
308107.0,"1.31886774002956,103.844735181248"
307645.0,"1.32114652933088,103.841550400671"
569786.0,"1.38436749012019,103.84241031276"
518190.0,"1.37141634507612,103.943621458548"
88643.0,Not Found
519938.0,"1.37695714547341,103.941637372458"
538420.0,"1.33881019635958,103.883036330141"
